datetime,Tmax_0_6,Tmax_6_12,Tmax_12_18,Tmax_18_24,Tmin_0_6,Tmin_6_12,Tmin_12_18,Tmin_18_24,Tmax_24h_C,Tmin_24h_C,Tmean_24h_C
2019-06-13,21.29600000000005,20.916,26.013000000000037,25.874000000000024,20.11600000000004,20.150000000000038,20.950000000000045,20.956000000000017,26.013000000000037,20.11600000000004,2.9484999999999992
2019-06-14,20.30800000000005,19.94500000000005,25.350000000000023,25.25,19.29200000000003,18.17100000000005,20.119000000000028,20.119000000000028,25.350000000000023,18.17100000000005,3.589499999999987
2019-06-15,21.650000000000038,21.098000000000013,26.55000000000001,26.55000000000001,20.501000000000037,20.201000000000025,21.298,21.650000000000038,26.55000000000001,20.201000000000025,3.174499999999993
2019-06-16,21.831000000000017,19.93100000000004,24.845000000000027,24.76800000000003,19.75,18.242999999999995,20.18100000000004,20.450000000000045,24.845000000000027,18.242999999999995,3.301000000000016
2019-06-17,21.369000000000028,20.869000000000028,25.769000000000005,25.650000000000038,20.03100000000001,19.696000000000023,20.96900000000005,21.098000000000013,25.769000000000005,19.696000000000023,3.0364999999999913
2019-06-18,19.05000000000001,18.36700000000002,22.950000000000045,23.05000000000001,17.611000000000047,16.75,18.536,17.983000000000004,23.05000000000001,16.75,3.1500000000000057
2019-06-19,18.75,15.33200000000005,16.650000000000034,16.450000000000045,15.355999999999996,12.29600000000005,12.531000000000006,10.450000000000044,18.75,10.450000000000044,4.149999999999978
2019-06-20,10.68900000000002,10.350000000000025,17.25,17.150000000000034,8.88900000000001,7.850000000000023,10.396000000000017,11.150000000000034,17.25,7.850000000000023,4.699999999999989
2019-06-21,11.248000000000047,14.150000000000034,21.998000000000047,21.833000000000027,10.275000000000034,10.298000000000002,14.350000000000025,17.590000000000032,21.998000000000047,10.275000000000034,5.861500000000007
2019-06-22,17.850000000000023,18.341000000000008,23.31200000000001,23.124000000000024,16.961000000000013,16.293000000000006,18.46900000000005,17.773000000000025,23.31200000000001,16.293000000000006,3.509500000000001
2019-06-23,17.823000000000036,17.350000000000023,22.76400000000001,22.876000000000037,16.32800000000003,15.109000000000036,17.450000000000045,17.221000000000004,22.876000000000037,15.109000000000036,3.8835000000000006
2019-06-24,17.484000000000037,16.811000000000035,21.77100000000001,21.75,16.003000000000043,15.135000000000048,17.05000000000001,18.367999999999995,21.77100000000001,15.135000000000048,3.317999999999982
2019-06-25,20.26800000000003,19.950000000000045,19.262,11.765000000000043,18.083000000000027,17.862000000000023,11.762,9.262,20.26800000000003,9.262,5.503000000000014
2019-06-26,7.75,6.064999999999998,12.07000000000005,12.051000000000045,4.4220000000000255,4.050000000000011,6.350000000000023,5.9500000000000455,12.07000000000005,4.050000000000011,4.010000000000019
2019-06-27,6.25,5.91700000000003,17.762,17.80200000000002,4.32000000000005,3.3559999999999945,6.2620000000000005,13.39100000000002,17.80200000000002,3.3559999999999945,7.223000000000013
2019-06-28,16.926000000000045,17.983000000000004,23.418000000000006,23.25,15.355000000000018,16.696000000000026,18.150000000000038,20.010000000000048,23.418000000000006,15.355000000000018,4.031499999999994
2019-06-29,21.071000000000023,19.42700000000002,25.617999999999995,25.05000000000001,18.890000000000043,18.173,19.684000000000022,20.93700000000001,25.617999999999995,18.173,3.7224999999999984
2019-06-30,21.463000000000022,17.350000000000023,17.036,15.450000000000044,17.370000000000005,14.850000000000025,14.950000000000044,13.33000000000004,21.463000000000022,13.33000000000004,4.066499999999992
2019-07-01,12.75,10.850000000000025,13.550000000000011,13.536,10.78000000000003,9.25,9.450000000000044,8.450000000000045,13.550000000000011,8.450000000000045,2.549999999999983
2019-07-02,8.25,8.450000000000045,15.322000000000005,14.329000000000008,6.515000000000043,6.150000000000034,8.75,11.75,15.322000000000005,6.150000000000034,4.585999999999985
2019-07-03,12.75,7.950000000000045,11.850000000000025,11.75,8.013000000000034,5.5680000000000405,7.539000000000044,5.869000000000028,12.75,5.5680000000000405,3.5909999999999798
