datetime,Tmax_0_6,Tmax_6_12,Tmax_12_18,Tmax_18_24,Tmin_0_6,Tmin_6_12,Tmin_12_18,Tmin_18_24,Tmax_24h_C,Tmin_24h_C,Tmean_24h_C
2019-06-13,20.996000000000038,19.51600000000002,23.213000000000022,23.274,19.01600000000002,18.150000000000034,19.650000000000034,19.656000000000006,23.274,18.150000000000034,2.5619999999999834
2019-06-14,20.30800000000005,19.94500000000005,25.350000000000023,25.25,19.29200000000003,18.17100000000005,20.119000000000028,20.119000000000028,25.350000000000023,18.17100000000005,3.589499999999987
2019-06-15,20.450000000000045,20.098000000000013,24.150000000000034,24.05000000000001,19.601,18.90100000000001,20.298000000000002,19.450000000000045,24.150000000000034,18.90100000000001,2.624500000000012
2019-06-16,20.63100000000003,20.331000000000017,23.045000000000016,22.468000000000018,19.55000000000001,19.543000000000006,19.980999999999995,18.950000000000045,23.045000000000016,18.950000000000045,2.047499999999985
2019-06-17,19.66900000000004,19.369000000000028,24.769000000000005,24.450000000000045,18.331000000000017,17.29600000000005,19.269000000000005,18.798000000000002,24.769000000000005,17.29600000000005,3.736499999999978
2019-06-18,19.05000000000001,18.36700000000002,22.950000000000045,23.05000000000001,17.611000000000047,16.75,18.536,17.983000000000004,23.05000000000001,16.75,3.1500000000000057
2019-06-19,18.75,15.33200000000005,16.650000000000034,16.450000000000045,15.355999999999995,12.29600000000005,12.531000000000006,10.450000000000045,18.75,10.450000000000045,4.149999999999977
2019-06-20,10.689000000000021,10.350000000000023,17.25,17.150000000000034,8.88900000000001,7.850000000000023,10.396000000000015,11.150000000000034,17.25,7.850000000000023,4.699999999999989
2019-06-21,11.248000000000047,14.150000000000034,21.998000000000047,21.833000000000027,10.275000000000034,10.298000000000002,14.350000000000023,17.590000000000032,21.998000000000047,10.275000000000034,5.861500000000007
2019-06-22,17.850000000000023,18.341000000000008,23.312000000000012,23.124000000000024,16.961000000000013,16.293000000000006,18.46900000000005,17.773000000000025,23.312000000000012,16.293000000000006,3.5095000000000027
2019-06-23,17.823000000000036,17.350000000000023,22.76400000000001,22.876000000000033,16.32800000000003,15.109000000000037,17.450000000000045,17.221000000000004,22.876000000000033,15.109000000000037,3.883499999999998
2019-06-24,17.484000000000037,16.811000000000035,21.771000000000015,21.75,16.003000000000043,15.135000000000048,17.05000000000001,18.367999999999995,21.771000000000015,15.135000000000048,3.3179999999999836
2019-06-25,18.76800000000003,17.55000000000001,22.962000000000046,22.66500000000002,17.483000000000004,15.962000000000046,17.762,11.362000000000023,22.962000000000046,11.362000000000023,5.800000000000011
2019-06-26,10.950000000000045,6.465000000000032,10.770000000000039,10.751000000000033,6.5020000000000095,4.150000000000034,5.650000000000034,5.75,10.950000000000045,4.150000000000034,3.4000000000000057
2019-06-27,5.9500000000000455,10.717000000000041,18.962000000000046,19.00200000000001,4.78000000000003,6.05600000000004,10.962000000000046,15.571000000000026,19.00200000000001,4.78000000000003,7.11099999999999
2019-06-28,16.926000000000045,17.983000000000004,23.418000000000006,23.25,15.355000000000018,16.696000000000026,18.150000000000034,20.010000000000048,23.418000000000006,15.355000000000018,4.031499999999994
2019-06-29,21.201000000000022,20.527000000000044,24.31800000000004,24.150000000000034,19.810000000000002,19.573000000000036,20.55400000000003,20.097000000000037,24.31800000000004,19.573000000000036,2.3725000000000023
2019-06-30,21.253000000000043,20.450000000000045,20.936000000000035,19.650000000000034,20.189999999999998,18.55000000000001,19.450000000000045,15.710000000000036,21.253000000000043,15.710000000000036,2.771500000000003
2019-07-01,14.850000000000023,12.950000000000045,11.450000000000045,11.836000000000013,12.850000000000023,11.050000000000011,10.550000000000011,10.25,14.850000000000023,10.25,2.3000000000000114
2019-07-02,9.950000000000045,11.050000000000011,13.222000000000037,14.92900000000003,9.064999999999998,9.150000000000034,11.050000000000011,13.350000000000023,14.92900000000003,9.064999999999998,2.9320000000000164
2019-07-03,13.450000000000045,11.550000000000011,12.450000000000045,12.350000000000023,11.383000000000038,8.56800000000004,9.838999999999999,6.2690000000000055,13.450000000000045,6.2690000000000055,3.59050000000002
2019-07-04,5.689000000000021,4.91900000000004,10.25,10.177999999999997,3.465000000000032,2.594000000000051,5.129000000000019,4.882000000000005,10.25,2.594000000000051,3.8279999999999745
2019-07-05,5.201000000000022,3.4500000000000455,6.9500000000000455,6.80800000000005,2.962000000000046,1.4500000000000455,3.65300000000002,1.7549999999999955,6.9500000000000455,1.4500000000000455,2.75
2019-07-06,2.100999999999999,2.01400000000001,7.4500000000000455,7.4500000000000455,-0.20999999999997954,-0.80499999999995,2.0889999999999986,2.2070000000000505,7.4500000000000455,-0.80499999999995,4.127499999999998
2019-07-07,1.9950000000000045,3.25,12.04600000000005,12.028999999999996,0.2259999999999991,0.05000000000001137,3.3770000000000095,5.29200000000003,12.04600000000005,0.05000000000001137,5.998000000000019
2019-07-08,5.235000000000014,6.975999999999999,15.410000000000025,15.350000000000023,4.5750000000000455,4.150000000000034,7.253000000000043,8.757000000000005,15.410000000000025,4.150000000000034,5.6299999999999955
2019-07-09,8.650000000000034,10.05800000000005,17.545000000000016,17.450000000000045,8.025000000000034,7.550000000000011,10.350000000000023,11.244000000000028,17.545000000000016,7.550000000000011,4.997500000000002
2019-07-10,12.094000000000051,12.677999999999997,19.150000000000034,19.081000000000017,10.996000000000038,10.550000000000011,12.965000000000032,14.117999999999995,19.150000000000034,10.550000000000011,4.300000000000011
2019-07-11,15.599000000000046,14.997000000000014,21.149,21.051000000000045,13.769000000000005,13.198000000000036,15.251000000000033,15.30600000000004,21.149,13.198000000000036,3.9754999999999825
2019-07-12,15.853000000000009,16.43300000000005,22.25,21.80800000000005,14.773000000000025,14.341000000000008,16.65100000000001,18.19500000000005,22.25,14.341000000000008,3.954499999999996
2019-07-13,17.451000000000022,16.950000000000045,21.350000000000023,20.959000000000003,15.43100000000004,15.050000000000011,17.25200000000001,17.47800000000001,21.350000000000023,15.050000000000011,3.1500000000000057
2019-07-14,17.09400000000005,16.350000000000023,17.168000000000006,17.78200000000004,15.850000000000023,15.150000000000034,16.150000000000034,14.150000000000034,17.78200000000004,14.150000000000034,1.8160000000000025
2019-07-15,14.495000000000005,12.450000000000045,15.75,15.650000000000034,12.450000000000045,10.855000000000018,11.902000000000044,9.088999999999999,15.75,9.088999999999999,3.3305000000000007
2019-07-16,9.25,7.910000000000025,13.360000000000014,13.299000000000035,6.670000000000016,5.25,8.137,7.499000000000024,13.360000000000014,5.25,4.055000000000007
2019-07-17,7.201000000000022,8.050000000000011,15.43300000000005,15.398000000000025,6.0020000000000095,5.1860000000000355,8.353000000000009,9.138000000000034,15.43300000000005,5.1860000000000355,5.123500000000007
