SimulationName,Clock_today,sowing_date,cycle_id,umidade_solo_mm,umidade_solo_passada_1d_mm,umidade_solo_passada_2d_mm,umidade_solo_passada_3d_mm,precipitacao_observada_mm,irrigacao_aplicada_mm,irrigacao_aplicada_dia_posterior_mm,chuva_irrigacao_passada_1d_mm,chuva_irrigacao_passada_2d_mm,chuva_irrigacao_passada_3d_mm,etreal_mm_dia,previsao_chuva_24h_mm,previsao_temperatura_maxima_C,previsao_temperatura_minima_C,previsao_radiacao_solar_MJ_m2_dia,previsao_eto_mm_dia,temperatura_media_C,temperatura_maxima_C,temperatura_minima_C,umidade_relativa_pct,velocidade_vento_m_s,radiacao_solar_MJ_m2_dia,dr_mm,profundidade_radicular_mm,gdd_acumulado_C_dia,etr_acumulado_mm,doy_sin,doy_cos,month_sin,month_cos,escoamento_superficial_mm,drenagem_mm,taw_mm,dias_desde_semeadura,deficit_agua_proximo_dia_mm
AlegreteClay,2019-10-25,2019-08-10,0,817.4049059866667,814.2438109233334,810.2281259099999,805.7033817333333,0.0,0.0,0.0,0.0,0.0,0.1,7.25,0.0,24.410000000000025,11.689999999999998,29.0304,5.209802761709632,18.48,26.6,10.62,64.93,2.36,29.61,1.237598583333333,1713.929,722.4,190.709,-0.9141279881853337,0.4054257283599973,-0.8660254037844386,0.5000000000000001,0.0,0.787,346.4130976666667,76,-3.3119887600000006
AlegreteClay,2019-10-26,2019-08-10,0,833.26274333,817.4049059866667,814.2438109233334,810.2281259099999,13.4,0.0,0.0,0.0,0.0,0.0,8.01,0.0,29.154,12.01600000000002,29.376,5.182307866934407,20.61,31.39,11.94,69.51,2.68,27.34,-3.3119887600000006,1738.929,735.35,198.719,-0.9070138128026362,0.42110087079608916,-0.8660254037844386,0.5000000000000001,0.009,0.92,350.72143100000005,77,-22.908136373333328
AlegreteClay,2019-10-27,2019-08-10,0,864.1661409433334,833.26274333,817.4049059866667,814.2438109233334,26.19,0.0,0.0,13.4,0.0,0.0,0.9540000000000001,32.25,24.55400000000003,19.293000000000006,9.2664,2.686339132545784,21.65,25.87,19.62,88.17,2.88,2.68,-22.908136373333328,1763.929,750.1,199.673,-0.8996308696522434,0.4366512319560638,-0.8660254037844386,0.5000000000000001,4.915,0.913,355.0297643333334,78,-25.772676686666664
AlegreteClay,2019-10-28,2019-08-10,0,878.3399312566668,864.1661409433334,833.26274333,817.4049059866667,11.99,0.0,0.0,26.2,13.4,0.0,8.086,3.9375,34.09400000000005,17.460000000000036,27.928800000000003,5.616345615290553,25.43,32.6,20.4,83.57,3.3,26.43,-25.772676686666664,1788.929,767.3,207.75900000000001,-0.8919813464595487,0.45207220393230374,-0.8660254037844386,0.5000000000000001,0.363,0.869,359.3380976666667,79,-30.651000000000003
AlegreteClay,2019-10-29,2019-08-10,0,888.2260000000001,878.3399312566668,864.1661409433334,833.26274333,10.07,0.0,0.0,12.0,26.2,13.4,4.369,6.4375,31.96000000000004,22.452,20.3256,5.8618847383238375,26.39,31.2,23.12,83.03,2.54,15.53,-30.651000000000003,1800.0,785.85,212.12800000000001,-0.8840675099433637,0.46735921715800205,-0.8660254037844386,0.5000000000000001,0.128,0.797,361.24600000000004,80,-29.909000000000002
AlegreteClay,2019-10-30,2019-08-10,0,887.482,888.2260000000001,878.3399312566668,864.1661409433334,5.8,0.0,0.0,10.1,12.0,26.2,5.798,0.4375,34.650000000000034,19.81,24.7968,6.17113304382535,27.51,34.45,23.35,82.86,3.56,17.12,-29.909000000000002,1800.0,804.55,217.926,-0.8758917051442433,0.48250774176121763,-0.8660254037844386,0.5000000000000001,0.0,0.746,361.24600000000004,81,-42.79899999999999
AlegreteClay,2019-10-31,2019-08-10,0,900.374,887.482,888.2260000000001,878.3399312566668,18.59,0.0,0.0,5.8,10.1,12.0,2.54,6.6875,24.50900000000001,17.809000000000026,16.3944,3.830437584271921,21.14,24.69,17.21,87.36,4.55,10.38,-42.79899999999999,1800.0,817.5,220.466,-0.8674563547295971,0.4975132889071803,-0.8660254037844386,0.5000000000000001,2.425,0.742,361.24600000000004,82,-34.081
AlegreteClay,2019-11-01,2019-08-10,0,891.6560000000001,900.374,887.482,888.2260000000001,0.05,0.0,0.0,18.6,5.8,10.1,8.001,0.1875,31.430000000000007,17.995000000000005,28.2096,5.3405208994468,23.26,31.88,16.51,80.53,3.11,26.68,-34.081,1800.0,832.75,228.467,-0.858763958275803,0.5123714121284235,-0.5000000000000004,0.8660254037844384,0.0,0.817,361.24600000000004,83,-30.407
AlegreteClay,2019-11-02,2019-08-10,0,887.982,891.6560000000001,900.374,887.482,1.39,0.0,0.0,0.1,18.6,5.8,4.146,8.5,33.045000000000016,19.926000000000045,24.235200000000003,7.057931487414804,26.05,32.77,21.17,83.53,2.73,12.05,-30.407,1800.0,850.35,232.613,-0.8498170915275277,0.5270777086423724,-0.5000000000000004,0.8660254037844384,0.0,0.927,361.24600000000004,84,-30.268
AlegreteClay,2019-11-03,2019-08-10,0,887.8430000000001,887.982,891.6560000000001,900.374,2.2,0.0,0.0,1.4,0.1,18.6,1.272,4.0,22.825000000000045,18.07800000000003,6.8472,1.4717277567769398,22.41,24.19,20.44,91.11,2.3,6.06,-30.268,1800.0,864.65,233.885,-0.8406184056344783,0.5416278206559811,-0.5000000000000004,0.8660254037844384,0.0,1.068,361.24600000000004,85,-48.206999999999994
AlegreteClay,2019-11-04,2019-08-10,0,905.7810000000001,887.8430000000001,887.982,891.6560000000001,28.74,0.0,0.0,2.2,1.4,0.1,1.968,38.8125,29.111000000000047,18.061000000000035,16.7616,3.6158898311482104,22.74,28.65,18.5,90.2,1.95,6.13,-48.206999999999994,1800.0,880.2,235.853,-0.8311706263658079,0.5560174366570446,-0.5000000000000004,0.8660254037844384,7.544,1.249,361.24600000000004,86,-47.577
AlegreteClay,2019-11-05,2019-08-10,0,905.152,905.7810000000001,887.8430000000001,887.982,4.82,0.0,0.0,28.7,2.2,1.4,3.9770000000000003,0.9375,24.333000000000027,16.125,20.6712,3.881973249360485,23.08,26.36,20.09,83.27,3.03,16.52,-47.577,1800.0,895.45,239.83,-0.8214765533024145,0.5702422926917867,-0.5000000000000004,0.8660254037844384,0.0,1.452,361.24600000000004,87,-38.583
AlegreteClay,2019-11-06,2019-08-10,0,896.1579999999999,905.152,905.7810000000001,887.8430000000001,0.0,0.0,0.0,4.8,28.7,2.2,7.341,0.0,24.62200000000001,13.96700000000004,30.5208,5.412751263420974,20.18,26.72,13.37,72.31,3.24,29.95,-38.583,1800.0,907.5,247.171,-0.8115390590073611,0.5842981736283683,-0.5000000000000004,0.8660254037844384,0.0,1.653,361.24600000000004,88,-34.300999999999995
AlegreteClay,2019-11-07,2019-08-10,0,891.876,896.1579999999999,905.152,905.7810000000001,3.98,0.0,0.0,0.0,4.8,28.7,6.471,2.3125,26.94300000000004,14.641999999999996,29.8944,5.623229869251283,21.94,29.45,16.45,79.74,2.64,24.99,-34.300999999999995,1800.0,922.4,253.642,-0.801361088174677,0.5981809144059158,-0.5000000000000004,0.8660254037844384,0.0,1.812,361.24600000000004,89,-25.34
AlegreteClay,2019-11-08,2019-08-10,0,882.915,891.876,896.1579999999999,905.152,0.4,0.0,0.0,4.0,0.0,4.8,7.436999999999999,0.0,28.28400000000005,15.453000000000031,30.6072,6.088189580828015,22.76,29.41,15.86,75.09,2.27,30.39,-25.34,1800.0,937.05,261.079,-0.7909456567567774,0.6118864012687242,-0.5000000000000004,0.8660254037844384,0.0,1.923,361.24600000000004,90,-22.072
AlegreteClay,2019-11-09,2019-08-10,0,879.6469999999999,882.915,891.876,896.1579999999999,4.4,0.0,0.0,0.4,4.0,0.0,5.702,0.125,28.81,18.452,26.7408,5.3145775816523155,23.57,30.27,17.22,78.68,2.54,20.95,-22.072,1800.0,952.65,266.781,-0.780295851070776,0.6254105729852457,-0.5000000000000004,0.8660254037844384,0.0,1.966,361.24600000000004,91,-23.059
AlegreteClay,2019-11-10,2019-08-10,0,880.633,879.6469999999999,882.915,891.876,9.62,0.0,0.0,4.4,0.4,4.0,6.5600000000000005,0.0625,27.176000000000045,19.02000000000004,25.9848,5.74442504725911,23.34,28.77,19.01,80.38,2.93,27.33,-23.059,1800.0,968.55,273.341,-0.7694148268839381,0.6387494220515268,-0.5000000000000004,0.8660254037844384,0.105,1.948,361.24600000000004,92,-15.131
AlegreteClay,2019-11-11,2019-08-10,0,872.7060000000001,880.633,879.6469999999999,882.915,0.01,0.0,0.0,9.6,4.4,0.4,6.0600000000000005,0.0,25.642,16.079000000000008,26.7408,4.90948189340361,22.1,27.24,17.39,77.64,4.6,25.0,-15.131,1800.0,982.85,279.401,-0.7583058084785625,0.6518989958787125,-0.5000000000000004,0.8660254037844384,0.0,1.867,361.24600000000004,93,-7.551
AlegreteClay,2019-11-12,2019-08-10,0,865.126,872.7060000000001,880.633,879.6469999999999,0.37,0.0,0.0,0.0,9.6,4.4,6.25,0.125,29.684000000000022,16.571000000000026,21.038400000000003,4.312104581708802,23.52,31.06,16.59,80.62,2.73,22.7,-7.551,1800.0,998.15,285.651,-0.7469720876965551,0.6648553979642866,-0.5000000000000004,0.8660254037844384,0.0,1.731,361.24600000000004,94,-21.629000000000005
AlegreteClay,2019-11-13,2019-08-10,0,879.203,865.126,872.7060000000001,880.633,19.0,0.0,0.0,0.4,0.0,9.6,1.222,62.25,26.110000000000014,20.27000000000004,5.5944,1.8433297370883972,23.44,25.38,21.14,88.59,2.34,5.29,-21.629000000000005,1800.0,1013.4,286.873,-0.7354170229639858,0.6776147890466887,-0.5000000000000004,0.8660254037844384,2.157,1.544,361.24600000000004,95,-13.979000000000003
AlegreteClay,2019-11-14,2019-08-10,0,871.5529999999999,879.203,865.126,872.7060000000001,0.98,0.0,0.0,19.0,0.4,0.0,7.29,0.125,29.361000000000047,16.999000000000024,30.672,6.106065133717847,24.24,29.46,20.12,80.5,3.01,27.12,-13.979000000000003,1800.0,1030.2,294.163,-0.7236440382959124,0.690173388242972,-0.5000000000000004,0.8660254037844384,0.0,1.36,361.24600000000004,96,-5.5169999999999995
AlegreteClay,2019-11-15,2019-08-10,0,863.0920000000001,871.5529999999999,879.203,865.126,0.0,0.0,0.0,1.0,19.0,0.4,7.309,0.0,25.100000000000023,13.240000000000007,31.968,5.679150785351317,21.49,26.46,16.17,69.54,2.88,31.68,-5.5169999999999995,1800.0,1043.55,301.472,-0.711656622281775,0.7025274741691566,-0.5000000000000004,0.8660254037844384,0.0,1.153,361.24600000000004,97,1.7700000000000005
AlegreteClay,2019-11-16,2019-08-10,0,855.806,863.0920000000001,871.5529999999999,879.203,0.0,0.0,0.0,0.0,1.0,19.0,6.354,0.0,26.787000000000035,13.469000000000053,31.233600000000003,5.84497342451857,19.79,27.21,12.53,72.63,1.97,31.61,1.7700000000000005,1800.0,1055.4,307.826,-0.6994583270516471,0.7146733860429608,-0.5000000000000004,0.8660254037844384,0.0,0.932,361.24600000000004,98,10.097000000000001
AlegreteClay,2019-11-17,2019-08-10,0,847.4770000000001,855.806,863.0920000000001,871.5529999999999,0.07,0.0,0.0,0.0,0.0,1.0,7.705,0.0,27.62100000000004,14.854000000000042,31.600800000000003,6.264901626496725,21.18,29.1,13.78,67.01,2.59,30.07,10.097000000000001,1800.0,1068.85,315.531,-0.6870527672236675,0.7266075247685652,-0.5000000000000004,0.8660254037844384,0.0,0.723,361.24600000000004,99,18.669
AlegreteClay,2019-11-18,2019-08-10,0,838.907,847.4770000000001,855.806,863.0920000000001,0.0,0.0,0.0,0.1,0.0,0.0,8.033999999999999,0.0,29.652000000000044,15.550000000000011,31.341600000000003,7.0025118835416515,23.22,32.5,14.89,73.28,2.15,29.92,18.669,1800.0,1083.3,323.565,-0.6744436188329457,0.7383263540031063,-0.5000000000000004,0.8660254037844384,0.0,0.537,361.24600000000004,100,26.496
AlegreteClay,2019-11-19,2019-08-10,0,831.078,838.907,847.4770000000001,855.806,0.0,0.0,0.0,0.0,0.1,0.0,7.45,0.0,31.56600000000003,17.67100000000005,29.5488,6.687921247020617,25.43,32.82,18.63,70.75,2.33,26.8,26.496,1800.0,1099.6,331.015,-0.661634618242279,0.749826401204568,-0.5000000000000004,0.8660254037844384,0.0,0.378,361.24600000000004,101,34.242
AlegreteClay,2019-11-20,2019-08-10,0,823.333,831.078,838.907,847.4770000000001,0.0,0.0,0.0,0.0,0.0,0.1,7.486,0.0,33.54000000000002,19.420000000000016,30.5424,7.2227605924577905,27.05,35.29,19.65,69.03,1.79,30.33,34.242,1800.0,1116.4,338.501,-0.6486295610349818,0.7611042586607742,-0.5000000000000004,0.8660254037844384,0.0,0.261,361.24600000000004,102,39.688
AlegreteClay,2019-11-21,2019-08-10,0,817.887,823.333,831.078,838.907,1.19,0.0,0.0,0.0,0.0,0.0,6.465,0.0,34.334,21.325000000000045,29.8512,7.51585236238731,28.09,34.64,21.34,65.85,1.77,21.68,39.688,1800.0,1134.05,344.966,-0.6354323008901775,0.7721565844991641,-0.5000000000000004,0.8660254037844384,0.0,0.178,361.24600000000004,103,40.842
AlegreteClay,2019-11-22,2019-08-10,0,816.731,817.887,823.333,831.078,3.75,0.0,0.0,1.2,0.0,0.0,4.835,6.3125,28.821000000000023,21.160000000000025,13.5432,4.542705988500542,26.92,34.07,22.08,71.73,2.47,13.27,40.842,1800.0,1152.1,349.801,-0.622046748440868,0.7829801036770624,-0.5000000000000004,0.8660254037844384,0.0,0.122,361.24600000000004,104,47.85
AlegreteClay,2019-11-23,2019-08-10,0,809.7250000000001,816.731,817.887,823.333,0.46,0.0,0.0,3.8,1.2,0.0,7.4239999999999995,0.0,25.129999999999995,18.18300000000005,27.2592,5.973385423101363,22.93,27.98,18.5,71.33,4.55,30.43,47.85,1800.0,1167.35,357.225,-0.6084768701151264,0.7935716089521472,-0.5000000000000004,0.8660254037844384,0.0,0.083,361.24600000000004,105,55.68999999999999
AlegreteClay,2019-11-24,2019-08-10,0,801.883,809.7250000000001,816.731,817.887,0.0,0.0,0.0,0.5,3.8,1.2,7.787,0.0,24.499000000000024,12.564999999999998,32.508,5.925669279769686,20.06,28.49,12.06,63.47,4.31,30.68,55.68999999999999,1800.0,1179.65,365.012,-0.594726686960764,0.8039279618328208,-0.5000000000000004,0.8660254037844384,0.0,0.055,361.24600000000004,106,63.64
AlegreteClay,2019-11-25,2019-08-10,0,793.936,801.883,809.7250000000001,816.731,0.06,0.0,0.0,0.0,0.5,3.8,8.015,0.0,31.911,14.059000000000026,30.672,6.440714341060646,24.29,34.9,13.88,65.0,3.83,27.46,63.64,1800.0,1193.6,373.027,-0.5808002734538013,0.8140460935082175,-0.5000000000000004,0.8660254037844384,0.0,0.034,361.24600000000004,107,23.787
AlegreteClay,2019-11-26,2019-08-10,0,833.7879999999999,793.936,801.883,809.7250000000001,47.07,0.0,0.0,0.1,0.0,0.5,1.016,33.6875,24.11700000000002,17.221000000000004,4.7088,1.2453611509407583,23.2,25.78,21.03,89.02,3.67,3.86,23.787,1800.0,1209.0,374.043,-0.5667017562911184,0.8239230057575536,-0.5000000000000004,0.8660254037844384,6.211,0.02,361.24600000000004,108,30.738999999999997
AlegreteClay,2019-11-27,2019-08-10,0,826.837,833.7879999999999,793.936,801.883,0.09,0.0,0.0,47.1,0.1,0.0,7.039,0.0,25.464,17.503000000000043,31.7952,6.549634176601042,21.95,28.29,16.94,71.95,3.64,24.43,30.738999999999997,1800.0,1223.6,381.082,-0.5524353131676203,0.8335557718385695,-0.5000000000000004,0.8660254037844384,0.0,0.013,361.24600000000004,109,38.252
AlegreteClay,2019-11-28,2019-08-10,0,819.322,826.837,833.7879999999999,793.936,0.0,0.0,0.0,0.1,47.1,0.1,7.507,0.0,26.012,13.884000000000016,32.832,6.288946271321953,20.64,28.03,13.04,67.21,2.54,33.04,38.252,1800.0,1236.1,388.589,-0.5380051715382992,0.8429415373547832,-0.5000000000000004,0.8660254037844384,0.0,0.007,361.24600000000004,110,46.755
AlegreteClay,2019-11-29,2019-08-10,0,810.819,819.322,826.837,833.7879999999999,0.0,0.0,0.0,0.0,0.1,47.1,8.5,0.0,30.924000000000035,12.90700000000004,32.184000000000005,5.904903866076564,22.7,32.64,12.7,64.16,2.4,31.01,46.755,1800.0,1249.45,397.089,-0.5234156073655503,0.8520775211013093,-0.5000000000000004,0.8660254037844384,0.0,0.002,361.24600000000004,111,33.94500000000001
AlegreteClay,2019-11-30,2019-08-10,0,823.63,810.819,819.322,826.837,15.0,0.0,0.0,0.0,0.0,0.1,1.79,2.375,31.92100000000005,21.237000000000023,26.136000000000003,5.908994878608374,26.02,32.17,20.29,71.67,1.21,4.44,33.94500000000001,1800.0,1266.6,398.879,-0.5086709438521042,0.8609610158889945,-0.5000000000000004,0.8660254037844384,0.401,0.0,361.24600000000004,112,42.522
AlegreteClay,2019-12-01,2019-08-10,0,815.0540000000001,823.63,810.819,819.322,0.06,0.0,0.0,15.0,0.0,0.0,8.676,0.0,27.14100000000002,18.248000000000047,32.1192,7.642682886623513,23.39,29.57,17.68,67.32,2.68,32.25,42.522,1800.0,1282.25,407.555,-0.49377555015997737,0.8695893893466109,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,113,48.145
AlegreteClay,2019-12-02,2019-08-10,0,809.4300000000001,815.0540000000001,823.63,810.819,0.0,0.0,0.0,0.1,15.0,0.0,5.624,0.0,23.567000000000007,11.241000000000042,28.728,5.8168036152518585,18.24,24.53,11.36,59.66,2.96,24.84,48.145,1800.0,1292.2,413.17900000000003,-0.4787338401157883,0.8779600847008883,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,114,56.618
AlegreteClay,2019-12-03,2019-08-10,0,800.956,809.4300000000001,815.0540000000001,823.63,0.0,0.0,0.0,0.0,0.1,15.0,8.472999999999999,0.0,27.80200000000002,11.701999999999998,32.724000000000004,6.352733802285926,20.67,30.9,10.98,59.8,2.28,32.7,56.618,1800.0,1304.7,421.652,-0.4635502709028512,0.8860706215341378,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,115,62.324000000000005
AlegreteClay,2019-12-04,2019-08-10,0,795.25,800.956,809.4300000000001,815.0540000000001,1.01,0.0,0.0,0.0,0.0,0.1,6.706,0.0,29.910000000000025,14.58200000000005,31.600800000000003,6.886086818133576,23.64,32.8,14.65,63.86,2.17,22.9,62.324000000000005,1800.0,1319.05,428.358,-0.4482293417404106,0.893918596519257,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,116,69.93599999999999
AlegreteClay,2019-12-05,2019-08-10,0,787.6379999999999,795.25,800.956,809.4300000000001,0.62,0.0,0.0,1.0,0.0,0.0,8.213000000000001,0.0,25.88100000000003,14.807000000000016,32.4,6.465481632740304,21.69,28.63,14.78,59.4,3.12,32.76,69.93599999999999,1800.0,1332.75,436.571,-0.4327755925504317,0.9015016841318838,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,117,76.783
AlegreteClay,2019-12-06,2019-08-10,0,780.7909999999999,787.6379999999999,795.25,800.956,0.0,0.0,0.0,0.6,1.0,0.0,6.845,0.0,28.59200000000004,12.473000000000011,33.048,6.083862207013686,21.67,31.22,11.98,55.02,1.12,33.72,76.783,1800.0,1345.75,443.416,-0.41719360261231697,0.9088176373395028,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,118,83.727
AlegreteClay,2019-12-07,2019-08-10,0,773.847,780.7909999999999,787.6379999999999,795.25,0.0,0.0,0.0,0.0,0.6,1.0,6.944,0.0,30.12100000000004,16.007000000000005,32.184000000000005,7.0792354313149755,24.64,32.74,15.41,49.12,1.63,32.51,83.727,1800.0,1360.45,450.36,-0.4014879892059737,0.9158642882672868,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,119,91.01700000000001
AlegreteClay,2019-12-08,2019-08-10,0,766.557,773.847,780.7909999999999,787.6379999999999,0.0,0.0,0.0,0.0,0.0,0.6,7.291,0.0,30.69,15.891999999999996,31.104000000000003,6.891363199860773,24.93,34.03,15.91,52.24,2.26,31.47,91.01700000000001,1800.0,1375.4,457.651,-0.38566340624360745,0.9226395488404875,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,120,98.09600000000002
AlegreteClay,2019-12-09,2019-08-10,0,759.479,766.557,773.847,780.7909999999999,0.0,0.0,0.0,0.0,0.0,0.0,7.077,0.0,32.22900000000004,18.208000000000027,32.184000000000005,7.6802870489548445,26.03,35.38,16.54,50.48,1.87,31.64,98.09600000000002,1800.0,1390.65,464.728,-0.3697245428906732,0.9291414114031743,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,121,104.45
AlegreteClay,2019-12-10,2019-08-10,0,753.124,759.479,766.557,773.847,0.0,0.0,0.0,0.0,0.0,0.0,6.3549999999999995,0.0,33.398000000000025,19.65300000000002,32.184000000000005,7.855256658875037,27.64,36.79,18.61,52.73,1.54,28.01,104.45,1800.0,1406.95,471.083,-0.3536761221763721,0.935367949313148,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,122,111.83399999999999
AlegreteClay,2019-12-11,2019-08-10,0,745.7420000000001,753.124,759.479,766.557,0.0,0.0,0.0,0.0,0.0,0.0,7.384,0.0,33.97500000000002,20.57000000000005,32.616,8.28096707598012,28.5,38.01,19.16,46.93,1.85,32.51,111.83399999999999,1800.0,1423.55,478.467,-0.33752289959411347,0.941317317512847,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,123,105.58399999999999
AlegreteClay,2019-12-12,2019-08-10,0,751.99,745.7420000000001,753.124,759.479,10.94,0.0,0.0,0.0,0.0,0.0,4.651,0.0,32.584,21.583000000000027,22.464,5.711330773962916,26.88,33.53,21.36,56.27,2.37,12.32,105.58399999999999,1800.0,1441.25,483.118,-0.32126966169236515,0.9469877530760751,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,124,114.691
AlegreteClay,2019-12-13,2019-08-10,0,742.884,751.99,745.7420000000001,753.124,0.0,0.0,0.0,10.9,0.0,0.0,9.108,0.0,28.34700000000004,15.441000000000033,33.048,7.301993968524115,23.19,31.09,14.86,48.57,3.64,32.89,114.691,1800.0,1455.7,492.226,-0.3049212246562894,0.9523775757303973,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,125,121.54899999999999
AlegreteClay,2019-12-14,2019-08-10,0,736.0260000000001,742.884,751.99,745.7420000000001,0.61,0.0,0.0,0.0,10.9,0.0,7.457,0.4375,28.21900000000005,16.980999999999995,20.088,4.218311113205495,25.53,36.54,16.74,57.15,2.86,23.8,121.54899999999999,1800.0,1471.05,499.683,-0.2884824328806098,0.9574851883550389,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,126,112.846
AlegreteClay,2019-12-15,2019-08-10,0,744.73,736.0260000000001,742.884,751.99,12.28,0.0,0.0,0.6,0.0,10.9,3.5949999999999998,11.875,30.50400000000002,19.057000000000016,14.688,3.710125426275861,26.29,33.44,20.89,75.49,4.79,9.32,112.846,1800.0,1488.5,503.278,-0.27195815753410524,0.9623090774541487,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,127,118.083
AlegreteClay,2019-12-16,2019-08-10,0,739.491,744.73,736.0260000000001,742.884,0.57,0.0,0.0,12.3,0.6,0.0,5.839,0.0,29.10900000000004,16.015000000000043,31.32,7.0378036261721,21.71,28.25,17.02,75.56,1.56,26.57,118.083,1800.0,1503.1,509.117,-0.2553532951161881,0.9668478136052773,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,128,126.396
AlegreteClay,2019-12-17,2019-08-10,0,731.177,739.491,744.73,736.0260000000001,0.0,0.0,0.0,0.6,12.3,0.6,8.312999999999999,0.0,29.56600000000003,15.594000000000053,32.4,7.486848392235735,23.89,32.32,15.99,59.24,2.45,31.92,126.396,1800.0,1518.1,517.43,-0.23867276600594997,0.9711000518829505,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,129,134.029
AlegreteClay,2019-12-18,2019-08-10,0,723.546,731.177,739.491,744.73,0.0,0.0,0.0,0.0,0.6,12.3,7.632,0.0,30.114000000000036,15.275000000000034,33.480000000000004,8.135269194220783,24.09,32.55,15.27,52.1,3.48,31.86,134.029,1800.0,1532.75,525.062,-0.22192151300416674,0.9750645322571945,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,130,140.794
AlegreteClay,2019-12-19,2019-08-10,0,716.78,723.546,731.177,739.491,0.0,0.0,0.0,0.0,0.0,0.6,6.767,0.0625,34.061000000000035,17.71900000000005,32.184000000000005,8.420509941288888,26.83,36.11,17.94,57.31,2.5,31.35,140.794,1800.0,1548.7,531.829,-0.20510449986861926,0.9787400799669153,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,131,146.88799999999998
AlegreteClay,2019-12-20,2019-08-10,0,710.688,716.78,723.546,731.177,0.06,0.0,0.0,0.0,0.0,0.0,6.195,0.0625,34.950000000000045,21.416,26.352,7.695638335021654,29.11,37.69,21.71,58.91,3.0,24.22,146.88799999999998,1800.0,1566.55,538.024,-0.1882267098432439,0.9821256058680006,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,132,149.872
AlegreteClay,2019-12-21,2019-08-10,0,707.702,710.688,716.78,723.546,2.28,0.0,0.0,0.1,0.0,0.0,5.284,4.375,29.265000000000043,19.444000000000017,23.544,6.813536212279553,24.92,29.88,19.43,60.75,4.33,18.54,149.872,1800.0,1583.2,543.308,-0.1712931441814778,0.9852201067560606,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,133,155.41899999999998
AlegreteClay,2019-12-22,2019-08-10,0,702.155,707.702,710.688,716.78,0.0,0.0,0.0,2.3,0.1,0.0,5.549,0.0,27.56800000000004,12.897000000000048,33.696000000000005,7.332013485549068,21.43,29.85,13.26,49.3,2.94,33.76,155.41899999999998,1800.0,1596.8,548.857,-0.154308820664281,0.9880226656636976,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,134,160.521
AlegreteClay,2019-12-23,2019-08-10,0,697.054,702.155,707.702,710.688,0.0,0.0,0.0,0.0,2.3,0.1,5.1000000000000005,0.0,29.926000000000045,12.732000000000028,33.912,7.725593547034036,22.59,33.35,12.0,47.62,1.49,34.75,160.521,1800.0,1609.8,553.957,-0.13727877211326517,0.9905324521322227,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,135,165.272
AlegreteClay,2019-12-24,2019-08-10,0,692.3020000000001,697.054,702.155,707.702,0.0,0.0,0.0,0.0,0.0,2.3,4.751,0.0,33.19200000000001,15.478000000000009,33.696000000000005,8.360772453477416,25.1,36.64,13.52,42.43,2.39,34.24,165.272,1800.0,1623.55,558.708,-0.12020804489935275,0.9927487224577402,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,136,169.71200000000002
AlegreteClay,2019-12-25,2019-08-10,0,687.8620000000001,692.3020000000001,697.054,702.155,0.0,0.0,0.0,0.0,0.0,0.0,4.441,0.0,36.56800000000004,17.32000000000005,32.832,8.291768441566393,28.31,39.03,16.94,47.53,1.79,31.3,169.71200000000002,1800.0,1639.0,563.149,-0.10310169744743544,0.9946708199115211,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,137,173.31300000000002
AlegreteClay,2019-12-26,2019-08-10,0,684.2610000000001,687.8620000000001,692.3020000000001,697.054,0.34,0.0,0.0,0.0,0.0,0.0,3.901,0.375,37.91500000000002,23.61700000000002,22.032,7.22894140257859,30.35,37.77,23.2,54.87,2.6,10.15,173.31300000000002,1800.0,1657.6,567.05,-0.0859647987374467,0.9962981749346077,-2.4492935982947064e-16,1.0,0.0,0.0,361.24600000000004,138,177.24599999999998
